"";"Onderwerpen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen"
"62-63 IT- en informatiedienstverlening";"2006";"16924";"7292";"9632";"9435";"9.0";"8.8";"9.2";"102.0";"102.0";"102.1"
"62-63 IT- en informatiedienstverlening";"2007";"18983";"8038";"10945";"10210";"7.8";"7.2";"8.2";"106.2";"104.8";"107.2"
"62-63 IT- en informatiedienstverlening";"2008";"20429";"8690";"11739";"10774";"5.5";"5.6";"5.5";"108.3";"107.3";"109.0"
"62-63 IT- en informatiedienstverlening";"2009";"19430";"8417";"11013";"10369";"-3.8";"-3.9";"-3.8";"107.0";"108.2";"106.2"
"62-63 IT- en informatiedienstverlening";"2010**";"19365";"8289";"11076";"10339";"-1.1";"-2.1";"-0.3";"107.9";"108.9";"107.1"
"62-63 IT- en informatiedienstverlening";"2011*";"19651";"8547";"11104";"10672";"2.9";"2.5";"3.2";"106.4";"109.5";"104.1"
"64 Bankwezen";"1988";"11925";"4410";"7515";"10121";".";".";".";"73.6";"69.6";"74.3"
"64 Bankwezen";"1989";"12384";"5055";"7329";"10793";"8.9";"12.7";"6.6";"70.2";"70.8";"67.9"
"64 Bankwezen";"1990";"11721";"5446";"6275";"10679";"3.0";"8.8";"-1.1";"64.6";"70.2";"58.8"
"64 Bankwezen";"1991";"13109";"6192";"6917";"10938";"5.2";"8.5";"2.4";"68.6";"73.5";"63.2"
"64 Bankwezen";"1992";"14091";"6760";"7331";"11409";"4.9";"5.6";"4.3";"70.3";"76.1";"64.3"
"64 Bankwezen";"1993";"15055";"7047";"8008";"11750";"2.7";"2.4";"3.0";"73.2";"77.5";"68.2"
"64 Bankwezen";"1994";"16802";"7772";"9030";"11568";"2.4";"6.9";"-1.5";"79.7";"79.9";"78.1"
"64 Bankwezen";"1995";"18057";"7842";"10215";"11704";"0.9";"0.5";"1.2";"84.9";"80.2";"87.3"
"64 Bankwezen";"1996";"19020";"8707";"10313";"12542";"7.1";"6.9";"7.2";"83.6";"83.3";"82.2"
"64 Bankwezen";"1997";"20464";"9985";"10479";"13879";"13.6";"17.0";"10.7";"79.2";"81.7";"75.5"
"64 Bankwezen";"1998";"21410";"11101";"10309";"14792";"9.3";"12.1";"6.6";"75.8";"81.0";"69.7"
"64 Bankwezen";"1999";"24175";"12363";"11812";"15419";"5.9";"7.4";"4.2";"80.9";"84.0";"76.6"
"64 Bankwezen";"2000";"27868";"15057";"12811";"15384";"9.9";"19.6";"-0.2";"84.8";"85.5";"83.3"
"64 Bankwezen";"2001";"29091";"15390";"13701";"15623";"0.7";"-0.1";"1.6";"87.9";"87.5";"87.7"
"64 Bankwezen";"2002";"31630";"15008";"16622";"16287";"-2.2";"-8.0";"4.3";"97.8";"92.7";"102.1"
"64 Bankwezen";"2003";"33877";"15778";"18099";"17476";"1.5";"-4.9";"7.3";"103.1";"102.4";"103.6"
"64 Bankwezen";"2004";"35721";"16696";"19025";"19160";"6.7";"3.3";"9.6";"101.9";"104.9";"99.3"
"64 Bankwezen";"2005";"37922";"17764";"20158";"20158";"8.2";"11.6";"5.2";"100.0";"100.0";"100.0"
"64 Bankwezen";"2006";"34902";"18852";"16050";"20650";"6.7";"11.6";"2.4";"86.2";"95.1";"77.7"
"64 Bankwezen";"2007";"33445";"19516";"13929";"22819";"9.7";"8.9";"10.5";"75.4";"90.4";"61.0"
"64 Bankwezen";"2008";"39414";"22698";"16716";"25765";"12.0";"11.4";"12.9";"79.3";"94.4";"64.9"
"64 Bankwezen";"2009";"52081";"27578";"24503";"25857";"-0.7";"-1.4";"0.4";"105.5";"116.3";"94.8"
"64 Bankwezen";"2010**";"57689";"27507";"30182";"26643";"1.1";"-0.7";"3.0";"115.6";"116.8";"113.3"
"64 Bankwezen";"2011*";"55269";"25912";"29357";"26293";"-2.2";"-3.2";"-1.3";"113.3";"113.8";"111.7"
"65 Verzekeraars en pensioenfondsen";"1988";"6039";"3035";"3004";"6972";".";".";".";"49.6";"54.5";"43.1"
"65 Verzekeraars en pensioenfondsen";"1989";"6677";"3270";"3407";"7505";"5.1";"2.5";"7.7";"52.2";"57.3";"45.4"
"65 Verzekeraars en pensioenfondsen";"1990";"6442";"3097";"3345";"8840";"7.2";"-3.9";"17.8";"47.0";"56.5";"37.8"
"65 Verzekeraars en pensioenfondsen";"1991";"7418";"3639";"3779";"8550";"3.2";"10.2";"-3.3";"52.4";"60.2";"44.2"
"65 Verzekeraars en pensioenfondsen";"1992";"7668";"3796";"3872";"9364";"4.4";"-1.0";"9.5";"52.0";"63.4";"41.3"
"65 Verzekeraars en pensioenfondsen";"1993";"7606";"3750";"3856";"10346";"3.8";"-3.0";"10.5";"49.6";"64.6";"37.3"
"65 Verzekeraars en pensioenfondsen";"1994";"8697";"4338";"4359";"9657";"0.8";"8.5";"-6.7";"56.3";"68.9";"45.1"
"65 Verzekeraars en pensioenfondsen";"1995";"9795";"4837";"4958";"10549";"7.4";"5.6";"9.2";"59.0";"72.7";"47.0"
"65 Verzekeraars en pensioenfondsen";"1996";"10636";"5369";"5267";"10147";"1.4";"6.7";"-3.8";"63.2";"75.7";"51.9"
"65 Verzekeraars en pensioenfondsen";"1997";"11396";"6012";"5384";"10215";"4.8";"8.8";"0.7";"64.6";"77.8";"52.7"
"65 Verzekeraars en pensioenfondsen";"1998";"12324";"6701";"5623";"10427";"6.3";"10.1";"2.1";"65.8";"78.8";"53.9"
"65 Verzekeraars en pensioenfondsen";"1999";"12793";"7060";"5733";"10722";"2.6";"2.4";"2.8";"66.6";"81.1";"53.5"
"65 Verzekeraars en pensioenfondsen";"2000";"13656";"7830";"5826";"9772";"-0.5";"6.3";"-8.9";"71.4";"84.6";"59.6"
"65 Verzekeraars en pensioenfondsen";"2001";"14641";"8099";"6542";"9794";"-0.5";"-1.1";"0.2";"77.0";"88.5";"66.8"
"65 Verzekeraars en pensioenfondsen";"2002";"14615";"8213";"6402";"10041";"-0.4";"-2.7";"2.5";"77.1";"92.2";"63.8"
"65 Verzekeraars en pensioenfondsen";"2003";"17176";"8453";"8723";"10050";"0.4";"0.6";"0.1";"90.3";"94.4";"86.8"
"65 Verzekeraars en pensioenfondsen";"2004";"17674";"8717";"8957";"10731";"3.6";"0.3";"6.8";"89.7";"97.0";"83.5"
"65 Verzekeraars en pensioenfondsen";"2005";"19773";"9036";"10737";"10737";"0.3";"0.6";"0.1";"100.0";"100.0";"100.0"
"65 Verzekeraars en pensioenfondsen";"2006";"21262";"9758";"11504";"11660";"7.6";"6.4";"8.6";"100.0";"101.5";"98.7"
"65 Verzekeraars en pensioenfondsen";"2007";"21024";"10222";"10802";"10976";"-1.9";"2.7";"-5.9";"100.8";"103.5";"98.4"
"65 Verzekeraars en pensioenfondsen";"2008";"18655";"10053";"8602";"10615";"-0.3";"2.8";"-3.3";"89.7";"99.0";"81.0"
"65 Verzekeraars en pensioenfondsen";"2009";"18819";"9768";"9051";"10428";"-1.5";"-1.4";"-1.8";"91.9";"97.5";"86.8"
"65 Verzekeraars en pensioenfondsen";"2010**";"18645";"9937";"8708";"10047";"-1.7";"0.1";"-3.6";"92.6";"99.1";"86.7"
"65 Verzekeraars en pensioenfondsen";"2011*";"18626";"10141";"8485";"9709";"-1.2";"0.7";"-3.4";"93.7";"100.5";"87.4"
"66 Overige financiële dienstverlening";"1988";"1763";"529";"1234";"2578";".";".";".";"53.0";"68.7";"47.9"
"66 Overige financiële dienstverlening";"1989";"1921";"552";"1369";"2609";"2.2";"4.5";"1.2";"56.5";"68.5";"52.5"
"66 Overige financiële dienstverlening";"1990";"2022";"577";"1445";"2741";"4.7";"3.8";"5.0";"56.8";"69.0";"52.7"
"66 Overige financiële dienstverlening";"1991";"2147";"614";"1533";"2764";"1.6";"3.5";"0.8";"59.3";"71.0";"55.5"
"66 Overige financiële dienstverlening";"1992";"2322";"647";"1675";"2729";"-0.5";"1.3";"-1.2";"64.5";"73.8";"61.4"
"66 Overige financiële dienstverlening";"1993";"2497";"684";"1813";"2883";"4.8";"2.6";"5.6";"66.2";"76.1";"62.9"
"66 Overige financiële dienstverlening";"1994";"2771";"766";"2005";"2913";"3.0";"8.3";"1.0";"71.3";"78.6";"68.8"
"66 Overige financiële dienstverlening";"1995";"3016";"805";"2211";"3126";"6.6";"4.7";"7.3";"72.8";"78.9";"70.7"
"66 Overige financiële dienstverlening";"1996";"3648";"993";"2655";"3573";"15.2";"17.6";"14.3";"76.4";"82.8";"74.3"
"66 Overige financiële dienstverlening";"1997";"4171";"1059";"3112";"3957";"9.0";"4.4";"10.7";"80.2";"84.5";"78.7"
"66 Overige financiële dienstverlening";"1998";"4793";"1247";"3546";"4372";"12.2";"17.2";"10.5";"82.1";"84.9";"81.1"
"66 Overige financiële dienstverlening";"1999";"5154";"1363";"3791";"4527";"4.7";"8.2";"3.5";"84.3";"85.8";"83.7"
"66 Overige financiële dienstverlening";"2000";"5616";"1578";"4038";"4559";"4.1";"13.4";"0.7";"88.3";"87.6";"88.6"
"66 Overige financiële dienstverlening";"2001";"5771";"1669";"4102";"4457";"-1.0";"2.0";"-2.2";"91.7";"90.9";"92.0"
"66 Overige financiële dienstverlening";"2002";"5626";"1742";"3884";"4102";"-5.7";"-0.1";"-8.0";"94.8";"94.9";"94.7"
"66 Overige financiële dienstverlening";"2003";"5765";"1699";"4066";"4156";"-0.6";"-4.9";"1.3";"97.7";"97.3";"97.8"
"66 Overige financiële dienstverlening";"2004";"5990";"1751";"4239";"4210";"1.2";"1.0";"1.3";"100.3";"99.3";"100.7"
"66 Overige financiële dienstverlening";"2005";"5989";"1791";"4198";"4198";"0.3";"1.6";"-0.3";"100.0";"100.0";"100.0"
"66 Overige financiële dienstverlening";"2006";"6692";"1831";"4861";"4662";"8.8";"3.6";"11.1";"102.7";"98.7";"104.3"
"66 Overige financiële dienstverlening";"2007";"7179";"1896";"5283";"5068";"7.2";"3.1";"8.7";"102.8";"99.2";"104.2"
"66 Overige financiële dienstverlening";"2008";"6806";"2066";"4740";"5554";"8.9";"7.0";"9.6";"89.5";"101.0";"85.3"
"66 Overige financiële dienstverlening";"2009";"6464";"1996";"4468";"5287";"-4.5";"-3.8";"-4.8";"89.0";"101.4";"84.5"
"66 Overige financiële dienstverlening";"2010**";"6549";"2016";"4533";"5503";"2.8";"-0.1";"4.1";"87.7";"102.6";"82.4"
"66 Overige financiële dienstverlening";"2011*";"6710";"2018";"4692";"5597";"1.0";"-0.7";"1.7";"89.0";"103.4";"83.8"
"68 Verhuur en handel van onroerend goed";"1988";"20072";"6612";"13460";"21152";".";".";".";"61.0";"56.2";"63.6"
"68 Verhuur en handel van onroerend goed";"1989";"21559";"7086";"14473";"22070";"4.6";"5.2";"4.3";"62.7";"57.2";"65.6"
"68 Verhuur en handel van onroerend goed";"1990";"22739";"7308";"15431";"22783";"2.9";"2.3";"3.2";"64.2";"57.7";"67.7"
"68 Verhuur en handel van onroerend goed";"1991";"24457";"7839";"16618";"23522";"3.7";"4.7";"3.2";"66.6";"59.1";"70.7"
"68 Verhuur en handel van onroerend goed";"1992";"26513";"8272";"18241";"24265";"2.9";"2.4";"3.2";"70.2";"60.9";"75.2"
"68 Verhuur en handel van onroerend goed";"1993";"28073";"8901";"19172";"24988";"2.4";"1.1";"3.0";"72.5";"64.9";"76.7"
"68 Verhuur en handel van onroerend goed";"1994";"30446";"9734";"20712";"26444";"4.8";"2.5";"5.8";"75.1";"69.2";"78.3"
"68 Verhuur en handel van onroerend goed";"1995";"30717";"10281";"20436";"27633";"3.3";"0.9";"4.5";"73.3";"72.4";"74.0"
"68 Verhuur en handel van onroerend goed";"1996";"33157";"10906";"22251";"28654";"3.6";"3.3";"3.7";"76.4";"74.3";"77.7"
"68 Verhuur en handel van onroerend goed";"1997";"35751";"11271";"24480";"29786";"4.2";"4.6";"4.0";"79.1";"73.5";"82.2"
"68 Verhuur en handel van onroerend goed";"1998";"37941";"11354";"26587";"30458";"2.7";"3.5";"2.3";"81.8";"71.5";"87.3"
"68 Verhuur en handel van onroerend goed";"1999";"40505";"12104";"28401";"31229";"3.2";"4.8";"2.5";"84.6";"72.7";"90.9"
"68 Verhuur en handel van onroerend goed";"2000";"43032";"12331";"30701";"31895";"2.7";"4.1";"2.1";"87.5";"71.2";"96.3"
"68 Verhuur en handel van onroerend goed";"2001";"45033";"13345";"31688";"32418";"1.6";"1.4";"1.6";"90.1";"75.9";"97.7"
"68 Verhuur en handel van onroerend goed";"2002";"47148";"15956";"31192";"32811";"1.5";"2.3";"1.2";"92.9";"88.7";"95.1"
"68 Verhuur en handel van onroerend goed";"2003";"49118";"18781";"30337";"32997";"1.3";"2.6";"0.6";"95.6";"101.8";"91.9"
"68 Verhuur en handel van onroerend goed";"2004";"51338";"19354";"31984";"33132";"2.0";"4.5";"0.4";"98.0";"100.3";"96.5"
"68 Verhuur en handel van onroerend goed";"2005";"53223";"20011";"33212";"33212";"1.6";"3.7";"0.2";"100.0";"100.0";"100.0"
"68 Verhuur en handel van onroerend goed";"2006";"55209";"18187";"37022";"33234";"1.2";"3.1";"0.1";"102.5";"88.1";"111.4"
"68 Verhuur en handel van onroerend goed";"2007";"57249";"16019";"41230";"33331";"1.3";"3.3";"0.3";"104.9";"75.1";"123.7"
"68 Verhuur en handel van onroerend goed";"2008";"58853";"16419";"42434";"33475";"0.8";"1.7";"0.4";"107.0";"75.7";"126.8"
"68 Verhuur en handel van onroerend goed";"2009";"59130";"25969";"33161";"33365";"-1.5";"-4.4";"-0.3";"109.1";"125.2";"99.4"
"68 Verhuur en handel van onroerend goed";"2010**";"59955";"27550";"32405";"34186";"0.0";"-3.3";"2.5";"110.7";"137.3";"94.8"
"68 Verhuur en handel van onroerend goed";"2011*";"61158";"26183";"34975";"34900";"1.1";"-0.1";"2.1";"111.7";"130.7";"100.2"
"69-70 Managementadvies en holdings";"1988";"9719";"4806";"4913";"9243";".";".";".";"57.9";"63.3";"53.2"
"69-70 Managementadvies en holdings";"1989";"10866";"5511";"5355";"9971";"10.4";"12.9";"7.9";"58.6";"64.3";"53.7"
"69-70 Managementadvies en holdings";"1990";"11943";"5889";"6054";"10787";"6.4";"4.8";"8.2";"60.5";"65.6";"56.1"
"69-70 Managementadvies en holdings";"1991";"12992";"6409";"6583";"11182";"4.6";"5.5";"3.7";"63.0";"67.7";"58.9"
"69-70 Managementadvies en holdings";"1992";"13878";"6837";"7041";"11456";"3.0";"3.7";"2.4";"65.3";"69.7";"61.5"
"69-70 Managementadvies en holdings";"1993";"14739";"7182";"7557";"11815";"3.0";"2.8";"3.1";"67.3";"71.2";"64.0"
"69-70 Managementadvies en holdings";"1994";"15514";"7554";"7960";"12278";"3.1";"2.3";"3.9";"68.7";"73.1";"64.8"
"69-70 Managementadvies en holdings";"1995";"16313";"7945";"8368";"12796";"3.7";"3.2";"4.2";"69.6";"74.5";"65.4"
"69-70 Managementadvies en holdings";"1996";"17658";"8599";"9059";"13458";"5.6";"6.0";"5.2";"71.4";"76.1";"67.3"
"69-70 Managementadvies en holdings";"1997";"19590";"9467";"10123";"14642";"8.5";"8.2";"8.8";"73.0";"77.4";"69.1"
"69-70 Managementadvies en holdings";"1998";"20404";"10013";"10391";"14515";"1.3";"3.5";"-0.9";"75.1";"79.0";"71.6"
"69-70 Managementadvies en holdings";"1999";"22381";"10774";"11607";"15645";"6.7";"5.6";"7.8";"77.2";"80.5";"74.2"
"69-70 Managementadvies en holdings";"2000";"24786";"12158";"12628";"16450";"7.0";"9.0";"5.1";"79.8";"83.4";"76.8"
"69-70 Managementadvies en holdings";"2001";"27312";"13211";"14101";"17326";"4.5";"3.6";"5.3";"84.2";"87.4";"81.4"
"69-70 Managementadvies en holdings";"2002";"27050";"12772";"14278";"16522";"-5.8";"-7.1";"-4.6";"88.6";"91.0";"86.4"
"69-70 Managementadvies en holdings";"2003";"27094";"12752";"14342";"15855";"-3.7";"-3.4";"-4.0";"92.1";"94.0";"90.5"
"69-70 Managementadvies en holdings";"2004";"27860";"13167";"14693";"15418";"-1.5";"-0.1";"-2.8";"96.2";"97.1";"95.3"
"69-70 Managementadvies en holdings";"2005";"29445";"13973";"15472";"15472";"1.6";"3.1";"0.3";"100.0";"100.0";"100.0"
"69-70 Managementadvies en holdings";"2006";"31324";"14780";"16544";"16087";"3.8";"3.5";"4.0";"102.5";"102.2";"102.8"
"69-70 Managementadvies en holdings";"2007";"33387";"15492";"17895";"16485";"2.2";"1.9";"2.5";"106.9";"105.1";"108.6"
"69-70 Managementadvies en holdings";"2008";"35356";"16553";"18803";"17012";"3.7";"4.4";"3.2";"109.2";"107.6";"110.5"
"69-70 Managementadvies en holdings";"2009";"34273";"16103";"18170";"16479";"-3.2";"-3.4";"-3.1";"109.4";"108.4";"110.3"
"69-70 Managementadvies en holdings";"2010**";"33032";"15680";"17352";"16189";"-2.1";"-2.4";"-1.8";"107.6";"108.1";"107.2"
"69-70 Managementadvies en holdings";"2011*";"32641";"15559";"17082";"15949";"-1.5";"-1.5";"-1.5";"108.0";"109.0";"107.1"
"71 Architecten-, ingenieursbureaus e.d.";"1988";"3799";"1630";"2169";"3275";".";".";".";"67.1";"67.8";"66.2"
"71 Architecten-, ingenieursbureaus e.d.";"1989";"4028";"1808";"2220";"3348";"4.7";"8.0";"2.2";"67.9";"69.6";"66.3"
"71 Architecten-, ingenieursbureaus e.d.";"1990";"4460";"2025";"2435";"3572";"8.4";"10.4";"6.7";"69.4";"70.6";"68.2"
"71 Architecten-, ingenieursbureaus e.d.";"1991";"4549";"2138";"2411";"3442";"-0.1";"4.1";"-3.7";"70.8";"71.6";"70.1"
"71 Architecten-, ingenieursbureaus e.d.";"1992";"4961";"2385";"2576";"3567";"6.1";"8.9";"3.6";"72.8";"73.3";"72.2"
"71 Architecten-, ingenieursbureaus e.d.";"1993";"5514";"2635";"2879";"3828";"7.9";"8.5";"7.3";"75.0";"74.7";"75.2"
"71 Architecten-, ingenieursbureaus e.d.";"1994";"5821";"2787";"3034";"4018";"4.4";"3.7";"5.0";"75.9";"76.2";"75.5"
"71 Architecten-, ingenieursbureaus e.d.";"1995";"6301";"3019";"3282";"4318";"6.8";"6.0";"7.5";"76.9";"77.9";"76.0"
"71 Architecten-, ingenieursbureaus e.d.";"1996";"7066";"3499";"3567";"4534";"9.0";"13.3";"5.0";"79.2";"79.6";"78.7"
"71 Architecten-, ingenieursbureaus e.d.";"1997";"7565";"3748";"3817";"4802";"5.8";"5.7";"5.9";"80.1";"80.7";"79.5"
"71 Architecten-, ingenieursbureaus e.d.";"1998";"8265";"4193";"4072";"4961";"6.4";"9.6";"3.3";"82.2";"82.3";"82.1"
"71 Architecten-, ingenieursbureaus e.d.";"1999";"9147";"4725";"4422";"5286";"8.4";"10.2";"6.6";"83.9";"84.2";"83.7"
"71 Architecten-, ingenieursbureaus e.d.";"2000";"9987";"5266";"4721";"5472";"5.4";"7.2";"3.5";"87.0";"87.6";"86.3"
"71 Architecten-, ingenieursbureaus e.d.";"2001";"10946";"5913";"5033";"5657";"5.7";"7.8";"3.4";"90.1";"91.2";"89.0"
"71 Architecten-, ingenieursbureaus e.d.";"2002";"11017";"5900";"5117";"5441";"-3.7";"-3.6";"-3.8";"94.2";"94.3";"94.0"
"71 Architecten-, ingenieursbureaus e.d.";"2003";"10824";"5484";"5340";"5506";"-4.0";"-8.5";"1.2";"96.4";"95.9";"97.0"
"71 Architecten-, ingenieursbureaus e.d.";"2004";"10992";"5564";"5428";"5549";"0.1";"-0.5";"0.8";"97.8";"97.8";"97.8"
"71 Architecten-, ingenieursbureaus e.d.";"2005";"11710";"5905";"5805";"5805";"4.2";"3.8";"4.6";"100.0";"100.0";"100.0"
"71 Architecten-, ingenieursbureaus e.d.";"2006";"12784";"6383";"6401";"6139";"5.5";"5.2";"5.8";"103.5";"102.7";"104.3"
"71 Architecten-, ingenieursbureaus e.d.";"2007";"13885";"6892";"6993";"6438";"5.0";"5.1";"4.9";"107.1";"105.5";"108.6"
"71 Architecten-, ingenieursbureaus e.d.";"2008";"15267";"7486";"7781";"6889";"5.9";"4.7";"7.0";"111.2";"109.4";"112.9"
"71 Architecten-, ingenieursbureaus e.d.";"2009";"14979";"7368";"7611";"6726";"-2.6";"-2.8";"-2.4";"112.0";"110.8";"113.2"
"71 Architecten-, ingenieursbureaus e.d.";"2010**";"14048";"6958";"7090";"6315";"-6.3";"-6.6";"-6.1";"112.1";"112.0";"112.3"
"71 Architecten-, ingenieursbureaus e.d.";"2011*";"13539";"6811";"6728";"5982";"-4.2";"-3.2";"-5.3";"112.8";"113.2";"112.5"
"72 Research";"1988";"1689";"663";"1026";"1526";".";".";".";"67.0";"66.5";"67.2"
"72 Research";"1989";"1773";"718";"1055";"1580";"5.0";"7.4";"3.5";"67.0";"67.1";"66.8"
"72 Research";"1990";"1963";"831";"1132";"1667";"9.7";"15.9";"5.5";"67.6";"67.0";"67.9"
"72 Research";"1991";"2080";"927";"1153";"1701";"4.9";"8.8";"2.0";"68.3";"68.7";"67.8"
"72 Research";"1992";"2154";"1000";"1154";"1642";"1.1";"6.8";"-3.5";"69.9";"69.4";"70.3"
"72 Research";"1993";"2161";"1014";"1147";"1572";"-2.5";"-0.4";"-4.2";"71.9";"70.7";"73.0"
"72 Research";"1994";"2140";"1007";"1133";"1514";"-3.3";"-2.9";"-3.7";"73.7";"72.2";"74.8"
"72 Research";"1995";"2340";"1102";"1238";"1655";"7.8";"6.1";"9.3";"74.7";"74.5";"74.8"
"72 Research";"1996";"2433";"1137";"1296";"1707";"2.1";"0.9";"3.2";"76.1";"76.2";"75.9"
"72 Research";"1997";"2526";"1233";"1293";"1645";"0.9";"6.2";"-3.6";"78.3";"77.9";"78.6"
"72 Research";"1998";"2603";"1279";"1324";"1618";"0.0";"1.6";"-1.6";"80.7";"79.5";"81.8"
"72 Research";"1999";"2847";"1379";"1468";"1690";"5.4";"6.3";"4.5";"83.8";"80.6";"86.9"
"72 Research";"2000";"3030";"1491";"1539";"1706";"1.8";"2.6";"1.0";"87.6";"84.9";"90.2"
"72 Research";"2001";"3303";"1610";"1693";"1831";"4.7";"2.0";"7.3";"91.2";"89.9";"92.5"
"72 Research";"2002";"3202";"1540";"1662";"1741";"-6.2";"-7.6";"-4.9";"94.3";"93.0";"95.5"
"72 Research";"2003";"3421";"1627";"1794";"1825";"4.2";"3.4";"4.8";"96.7";"95.0";"98.3"
"72 Research";"2004";"3714";"1773";"1941";"1957";"6.9";"6.5";"7.2";"98.3";"97.3";"99.2"
"72 Research";"2005";"3809";"1824";"1985";"1985";"0.8";"0.1";"1.4";"100.0";"100.0";"100.0"
"72 Research";"2006";"3983";"1896";"2087";"2060";"2.8";"1.7";"3.8";"101.7";"102.2";"101.3"
"72 Research";"2007";"4028";"1929";"2099";"2044";"-0.9";"-0.9";"-0.8";"103.8";"105.0";"102.7"
"72 Research";"2008";"3907";"1843";"2064";"1998";"-4.9";"-7.7";"-2.2";"105.8";"108.7";"103.3"
"72 Research";"2009";"3637";"1756";"1881";"1774";"-7.9";"-4.1";"-11.2";"106.9";"108.0";"106.0"
"72 Research";"2010**";"3670";"1781";"1889";"1785";"0.0";"-0.7";"0.6";"107.9";"110.3";"105.8"
"72 Research";"2011*";"3701";"1802";"1899";"1795";"-0.4";"-1.3";"0.5";"109.2";"113.1";"105.8"
"73 Reclamewezen en marktonderzoek";"1988";"3254";"2504";"750";"1259";".";".";".";"66.5";"69.6";"59.6"
"73 Reclamewezen en marktonderzoek";"1989";"3522";"2680";"842";"1425";"6.9";"5.0";"13.2";"67.3";"71.0";"59.1"
"73 Reclamewezen en marktonderzoek";"1990";"4055";"3021";"1034";"1623";"11.4";"10.7";"13.9";"69.6";"72.3";"63.7"
"73 Reclamewezen en marktonderzoek";"1991";"4279";"3149";"1130";"1703";"2.7";"2.0";"4.9";"71.4";"73.9";"66.4"
"73 Reclamewezen en marktonderzoek";"1992";"4479";"3217";"1262";"1806";"1.4";"-0.2";"6.0";"73.7";"75.6";"69.9"
"73 Reclamewezen en marktonderzoek";"1993";"4625";"3211";"1414";"2029";"2.2";"-1.8";"12.4";"74.5";"76.8";"69.7"
"73 Reclamewezen en marktonderzoek";"1994";"4774";"3200";"1574";"2257";"1.7";"-2.5";"11.2";"75.6";"78.5";"69.7"
"73 Reclamewezen en marktonderzoek";"1995";"5152";"3378";"1774";"2532";"5.7";"2.6";"12.2";"77.1";"80.8";"70.1"
"73 Reclamewezen en marktonderzoek";"1996";"5574";"3700";"1874";"2649";"6.2";"7.0";"4.6";"78.6";"82.7";"70.7"
"73 Reclamewezen en marktonderzoek";"1997";"5883";"3922";"1961";"2598";"2.8";"5.2";"-1.9";"80.7";"83.4";"75.5"
"73 Reclamewezen en marktonderzoek";"1998";"6373";"4219";"2154";"2662";"5.1";"6.5";"2.4";"83.1";"84.2";"80.9"
"73 Reclamewezen en marktonderzoek";"1999";"6740";"4438";"2302";"2794";"3.5";"2.7";"5.0";"85.0";"86.2";"82.4"
"73 Reclamewezen en marktonderzoek";"2000";"7547";"4966";"2581";"3053";"9.1";"9.0";"9.3";"87.2";"88.5";"84.5"
"73 Reclamewezen en marktonderzoek";"2001";"7643";"5078";"2565";"2873";"-3.2";"-1.9";"-5.9";"91.3";"92.2";"89.3"
"73 Reclamewezen en marktonderzoek";"2002";"7755";"5128";"2627";"2827";"-1.9";"-2.0";"-1.6";"94.4";"95.1";"92.9"
"73 Reclamewezen en marktonderzoek";"2003";"7495";"5036";"2459";"2534";"-6.2";"-4.0";"-10.4";"97.2";"97.3";"97.0"
"73 Reclamewezen en marktonderzoek";"2004";"7726";"5178";"2548";"2527";"0.6";"1.0";"-0.3";"99.6";"99.0";"100.8"
"73 Reclamewezen en marktonderzoek";"2005";"7832";"5177";"2655";"2655";"1.0";"-1.0";"5.1";"100.0";"100.0";"100.0"
"73 Reclamewezen en marktonderzoek";"2006";"7984";"5234";"2750";"2663";"-0.3";"-0.7";"0.3";"102.3";"101.8";"103.3"
"73 Reclamewezen en marktonderzoek";"2007";"8060";"5209";"2851";"2680";"-1.4";"-2.5";"0.7";"104.7";"103.9";"106.4"
"73 Reclamewezen en marktonderzoek";"2008";"8230";"5313";"2917";"2678";"-0.1";"-0.1";"-0.1";"107.1";"106.1";"108.9"
"73 Reclamewezen en marktonderzoek";"2009";"7387";"4878";"2509";"2294";"-10.9";"-9.1";"-14.3";"107.9";"107.1";"109.4"
"73 Reclamewezen en marktonderzoek";"2010**";"7208";"4775";"2433";"2202";"-3.5";"-3.3";"-4.0";"109.2";"108.5";"110.5"
"73 Reclamewezen en marktonderzoek";"2011*";"6936";"4647";"2289";"2040";"-5.2";"-4.1";"-7.4";"110.9";"110.1";"112.2"
"74-75 Design en veterinaire diensten";"1988";"1289";"626";"663";"1108";".";".";".";"63.8";"68.0";"59.8"
"74-75 Design en veterinaire diensten";"1989";"1444";"689";"755";"1244";"10.8";"9.3";"12.2";"64.5";"68.5";"60.7"
"74-75 Design en veterinaire diensten";"1990";"1650";"794";"856";"1346";"11.0";"14.1";"8.2";"66.4";"69.2";"63.6"
"74-75 Design en veterinaire diensten";"1991";"1994";"925";"1069";"1632";"17.2";"12.7";"21.3";"68.5";"71.5";"65.5"
"74-75 Design en veterinaire diensten";"1992";"2191";"992";"1199";"1736";"5.5";"4.4";"6.4";"71.3";"73.5";"69.1"
"74-75 Design en veterinaire diensten";"1993";"2306";"1051";"1255";"1788";"3.6";"4.3";"3.0";"72.5";"74.6";"70.2"
